City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
0,barcelona,0,ES,1518184800,100,41.38,2.18,50.0,10.29
1,thompson,75,CA,1518184800,64,55.74,-97.86,1.4,13.87
2,antalaha,20,MG,1518185691,77,-14.9,50.28,82.58,13.29
3,airai,88,TL,1518185691,97,-8.93,125.41,71.02,0.69
4,yellowknife,20,CA,1518184800,71,62.45,-114.38,6.8,18.34
5,adrar,0,DZ,1518184800,21,27.87,-0.29,62.6,20.8
6,dikson,56,RU,1518185692,86,73.51,80.55,18.5,25.59
7,busselton,0,AU,1518185693,100,-33.64,115.35,65.98,18.21
8,kapaa,20,US,1518180960,72,22.08,-159.32,64.4,6.93
9,punta arenas,40,CL,1518181200,97,-53.16,-70.91,46.4,14.99
10,kaitangata,92,NZ,1518185694,93,-46.28,169.85,56.3,5.61
11,krasnokamensk,32,RU,1518185695,55,50.1,118.04,-12.73,5.23
12,moreira sales,76,BR,1518185695,54,-24.05,-53.01,88.88,10.09
13,atuona,32,PF,1518185695,100,-9.8,-139.03,80.87,18.1
14,nikolskoye,90,RU,1518183000,85,59.7,30.79,24.8,2.24
15,truth or consequences,1,US,1518184380,27,33.13,-107.25,41.0,5.82
16,hualmay,12,PE,1518185696,70,-11.1,-77.61,75.65,4.34
17,bethel,1,US,1518184380,63,60.79,-161.76,26.6,10.29
18,torbay,75,CA,1518184800,79,47.66,-52.73,21.2,11.41
19,rikitea,56,PF,1518185698,100,-23.12,-134.97,77.05,6.62
20,zabol,0,IR,1518181200,5,31.03,61.49,57.2,11.41
21,basco,75,US,1518183300,85,40.33,-91.2,33.8,9.17
22,ponta delgada,40,PT,1518184800,88,37.73,-25.67,62.6,11.41
23,cabra,0,ES,1518184800,43,37.47,-4.43,51.8,3.36
24,castro,92,CL,1518185510,98,-42.48,-73.76,52.97,8.86
25,dawlatabad,20,AF,1518185700,81,36.41,64.91,27.95,2.04
26,tigil,80,RU,1518185700,88,57.8,158.67,19.45,5.28
27,port alfred,24,ZA,1518185701,75,-33.59,26.89,78.98,6.06
28,lebu,0,ET,1518185701,14,8.96,38.73,70.57,7.29
29,bluff,0,AU,1518185701,63,-23.58,149.07,66.02,6.73
30,hamada,92,JP,1518185702,88,34.9,132.08,45.55,9.75
31,lima,0,PE,1518185704,64,-12.06,-77.04,70.03,1.7
32,kitimat,5,CA,1518184800,72,54.02,-128.69,15.8,20.8
33,bichura,44,RU,1518185705,64,50.59,107.6,-10.17,3.49
34,upernavik,0,GL,1518185706,100,72.79,-56.15,-8.82,6.62
35,pochutla,75,MX,1518180420,100,15.74,-96.47,73.4,1.25
36,cherskiy,64,RU,1518185707,72,68.75,161.3,-6.03,1.88
37,saint-philippe,90,CA,1518184500,72,45.36,-73.48,14.0,8.41
38,pedernales,88,EC,1518185707,100,0.07,-80.05,73.58,4.38
39,vaini,92,IN,1518185708,47,15.34,74.49,73.27,4.38
40,puerto ayora,75,EC,1518181200,83,-0.74,-90.35,75.2,4.7
41,xudat,64,AZ,1518185708,93,41.63,48.68,38.35,2.26
42,ushuaia,75,AR,1518181200,75,-54.81,-68.31,48.2,26.4
43,volary,24,CZ,1518185709,95,48.91,13.89,29.3,3.0
44,kaduqli,0,SD,1518185710,50,11.01,29.72,91.27,2.26
45,hermanus,0,ZA,1518185710,40,-34.42,19.24,79.03,12.62
46,jamestown,0,AU,1518185711,73,-33.21,138.6,70.52,1.1
47,ayorou,56,NE,1518185711,22,14.73,0.92,84.52,15.79
48,qaanaaq,56,GL,1518185711,89,77.48,-69.36,-15.7,5.61
49,vila velha,75,BR,1518184800,66,-3.71,-38.6,86.0,13.87
50,hasaki,0,JP,1518183000,69,35.73,140.83,37.4,1.12
51,shimoda,48,JP,1518185712,100,34.7,138.93,48.92,16.98
52,sterling,90,US,1518184920,86,39.0,-77.4,30.2,4.56
53,gamba,0,CN,1518185713,65,28.28,88.52,-0.18,3.56
54,sao filipe,20,CV,1518185713,95,14.9,-24.5,69.76,21.83
55,tome,0,JP,1518185714,80,38.69,141.2,28.72,4.0
56,sept-iles,90,CA,1518183960,70,50.2,-66.38,-4.01,8.05
57,codrington,0,AU,1518185714,93,-28.95,153.24,59.99,2.21
58,jalu,92,LY,1518185714,29,29.03,21.55,81.95,8.86
59,albany,75,US,1518184500,84,42.65,-73.75,10.4,3.33
60,lompoc,1,US,1518184680,87,34.64,-120.46,44.6,4.7
61,christchurch,12,NZ,1518184800,87,-43.53,172.64,59.0,6.93
62,shingu,56,JP,1518185716,100,33.72,135.99,48.2,6.62
63,poso,24,ID,1518185716,100,-1.4,120.75,77.86,5.35
64,gemena,36,CD,1518185716,81,3.25,19.78,79.97,3.83
65,bredasdorp,0,ZA,1518181200,42,-34.53,20.04,84.2,9.17
66,butaritari,0,KI,1518185717,99,3.07,172.79,82.58,12.06
67,georgetown,40,GY,1518181200,83,6.8,-58.16,78.8,4.7
68,hobart,75,AU,1518184800,72,-42.88,147.33,68.0,5.82
69,sarkand,0,KZ,1518185719,52,45.41,79.91,-5.31,2.26
70,uni,76,RU,1518185719,77,57.75,51.49,11.62,4.27
71,san policarpo,80,PH,1518185720,100,12.18,125.51,76.51,5.23
72,grindavik,40,IS,1518183000,58,63.84,-22.43,28.4,6.93
73,ekimchan,24,RU,1518185720,26,53.07,132.94,-19.93,2.37
74,carnarvon,32,ZA,1518185720,32,-30.97,22.13,84.07,15.12
75,tuatapere,80,NZ,1518185721,100,-46.13,167.69,57.83,6.4
76,hoquiam,20,US,1518184380,93,46.98,-123.89,39.2,3.71
77,hilo,1,US,1518180960,63,19.71,-155.08,66.2,12.75
78,saryozek,0,KZ,1518185721,53,44.36,77.98,1.72,4.27
79,salta,0,AR,1518181200,69,-24.79,-65.41,78.8,4.7
80,deputatskiy,64,RU,1518185722,71,69.3,139.9,-17.23,2.82
81,east london,20,ZA,1518181200,69,-33.02,27.91,77.0,12.75
82,qena,12,EG,1518181200,71,26.16,32.72,91.4,2.24
83,monywa,48,MM,1518185723,80,22.12,95.13,68.18,5.57
84,batagay-alyta,36,RU,1518185724,0,67.8,130.41,-30.6,2.71
85,burns lake,0,CA,1518185724,66,54.23,-125.76,-6.16,2.26
86,cockburn town,0,TC,1518185725,99,21.46,-71.14,77.63,23.91
87,yamada,75,JP,1518181200,80,36.58,137.08,30.2,2.24
88,avarua,90,CK,1518184800,94,-21.21,-159.78,78.8,6.93
89,san jeronimito,40,MX,1518181080,77,17.55,-101.33,69.8,3.56
90,lorengau,92,PG,1518185726,100,-2.02,147.27,79.25,13.78
91,ambovombe,76,MG,1518185726,75,-25.18,46.09,78.67,20.22
92,cabedelo,40,BR,1518181200,62,-6.97,-34.84,86.0,6.93
93,mathathane,0,BW,1518185727,36,-22.27,28.75,88.79,13.89
94,ahipara,100,NZ,1518185727,97,-35.17,173.16,67.28,12.84
95,limbang,75,BN,1518184800,78,4.75,115.01,78.8,1.12
96,lata,0,IN,1518185728,93,30.78,78.62,30.02,2.04
97,sitka,48,US,1518185728,67,37.17,-99.65,28.22,21.61
98,manohar thana,0,IN,1518185728,46,24.24,76.8,61.3,5.79
99,clyde river,1,CA,1518184800,66,70.47,-68.59,-31.01,9.17
100,esperance,20,TT,1518181200,69,10.24,-61.45,80.6,13.87
101,kloulklubed,75,PW,1518180660,88,7.04,134.26,80.6,4.27
102,mataura,92,NZ,1518185730,85,-46.19,168.86,55.13,3.6
103,kamenka,68,RU,1518185730,84,53.19,44.05,18.5,12.44
104,ouargaye,8,BF,1518185730,23,11.5,0.06,95.32,12.66
105,bubaque,0,GW,1518184800,19,11.28,-15.83,87.8,16.11
106,raudeberg,75,NO,1518184200,86,61.99,5.14,42.8,26.4
107,ilulissat,75,GL,1518184200,36,69.22,-51.1,-4.01,5.35
108,vanimo,88,PG,1518185732,100,-2.67,141.3,83.03,17.58
109,lavrentiya,88,RU,1518185732,100,65.58,-170.99,24.13,19.71
110,ribeira brava,20,PT,1518184800,52,32.65,-17.07,64.4,9.17
111,imbituba,40,BR,1518181200,70,-28.24,-48.67,84.2,14.99
112,axim,0,GH,1518185734,91,4.87,-2.24,84.25,13.33
113,port hedland,0,AU,1518184800,83,-20.31,118.58,82.4,6.93
114,kodiak,75,US,1518183000,92,39.95,-94.76,21.2,13.87
115,pevek,68,RU,1518185735,92,69.7,170.27,7.48,5.35
116,xichang,0,CN,1518185735,21,27.88,102.25,51.17,4.5
117,ca mau,0,VN,1518185735,98,9.18,105.15,72.59,8.37
118,geraldton,5,CA,1518184800,75,49.72,-86.95,-20.21,5.82
119,nuuk,90,GL,1518184200,100,64.17,-51.74,8.6,17.22
120,mahibadhoo,64,MV,1518185736,100,3.78,72.97,82.49,12.06
121,itupiranga,75,BR,1518181200,94,-5.13,-49.33,77.0,4.7
122,tetela de ocampo,76,MX,1518185737,92,19.82,-97.8,48.7,2.33
123,fortuna,20,ES,1518184800,28,38.18,-1.13,55.4,13.87
124,namatanai,88,PG,1518185738,100,-3.66,152.44,79.25,9.04
125,carman,5,CA,1518184800,69,49.51,-98.0,-9.41,17.22
126,labuhan,48,ID,1518185738,99,-2.54,115.51,73.36,1.77
127,yulara,0,AU,1518184800,30,-25.24,130.99,82.4,10.09
128,fredonia,75,CO,1518181200,68,5.93,-75.67,66.2,2.24
129,tiksi,20,RU,1518185739,0,71.64,128.87,-33.66,2.71
130,cauquenes,0,CL,1518185740,61,-35.97,-72.32,63.01,14.18
131,arraial do cabo,0,BR,1518184800,84,-22.97,-42.02,87.8,17.22
132,weligama,64,LK,1518185740,100,5.97,80.42,77.0,5.5
133,botwood,20,CA,1518184800,61,49.14,-55.34,15.8,10.29
134,bijie,92,CN,1518185741,95,27.3,105.3,32.86,2.59
135,hami,0,CN,1518185741,57,42.84,93.51,4.78,2.82
136,kauhajoki,75,FI,1518184200,85,62.43,22.18,24.8,10.29
137,sunbury,90,US,1518184560,79,40.86,-76.79,19.4,3.27
138,faanui,92,PF,1518185742,100,-16.48,-151.75,81.37,19.33
139,souillac,90,FR,1518184800,80,45.6,-0.6,41.0,18.34
140,turangi,92,NZ,1518185743,100,-39.0,175.93,58.33,2.71
141,meulaboh,0,ID,1518185743,100,4.14,96.13,78.89,6.02
142,mount isa,0,AU,1518184800,44,-20.73,139.49,75.2,3.36
143,blagoyevo,68,RU,1518185744,80,63.37,47.92,15.67,4.34
144,coquimbo,20,CL,1518181200,72,-29.95,-71.34,66.2,4.7
145,marion,1,US,1518180960,74,38.35,-97.02,37.4,13.87
146,punta alta,0,AR,1518183000,55,-27.46,-55.82,87.8,13.87
147,kenora,1,CA,1518183360,75,49.76,-94.48,-13.01,5.82
148,cortazar,80,MX,1518185746,84,20.48,-100.96,49.37,3.71
149,havelock,1,US,1518184440,81,34.88,-76.9,42.8,5.82
150,muroto,56,JP,1518185747,100,33.37,134.14,40.96,6.58
151,barrow,8,AR,1518185747,37,-38.31,-60.23,76.87,17.13
